text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_id,subject_ID,view_history,stimulus,possible_responses,stim_duration,exp_stage,stim,correct_response,current_trial,current_block,chosenStim,chosenCond,stimLeft,cond_left,stimRight,cond_right
,538,32,850,0,stim,go1,1690,1657352,0.0-6.11-35.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,11,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1691,1658754,0.0-6.11-36.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1692,1659255,0.0-6.11-37.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,470,32,850,0,stim,go1,1693,1660107,0.0-6.11-38.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,12,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1694,1661508,0.0-6.11-39.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1695,1662009,0.0-6.11-40.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,485,32,850,0,stim,go1,1696,1662861,0.0-6.11-41.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,13,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1697,1664262,0.0-6.11-42.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1698,1664764,0.0-6.11-43.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,1699,1665616,0.0-6.11-44.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,14,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1700,1667018,0.0-6.11-45.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1701,1667520,0.0-6.11-46.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,1702,1668371,0.0-6.11-47.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,15,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1703,1669772,0.0-6.11-48.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1704,1670274,0.0-6.11-49.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,398,32,850,0,stim,go1,1705,1671126,0.0-6.11-50.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,16,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1706,1672527,0.0-6.11-51.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1707,1673029,0.0-6.11-52.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,1708,1673880,0.0-6.11-53.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,17,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1709,1675281,0.0-6.11-54.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1710,1675783,0.0-6.11-55.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,424,32,850,0,stim,go2,1711,1676635,0.0-6.11-56.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,18,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1712,1678037,0.0-6.11-57.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1713,1678539,0.0-6.11-58.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,526,32,850,0,stim,go1,1714,1679391,0.0-6.11-59.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,19,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1715,1680793,0.0-6.11-60.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1716,1681293,0.0-6.11-61.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,415,32,850,0,stim,go1,1717,1682145,0.0-6.11-62.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,20,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1718,1683547,0.0-6.11-63.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1719,1684049,0.0-6.11-64.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,450,32,850,0,stim,go2,1720,1684901,0.0-6.11-65.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,21,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1721,1686302,0.0-6.11-66.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1722,1686803,0.0-6.11-67.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,1723,1687655,0.0-6.11-68.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,22,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1724,1689057,0.0-6.11-69.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1725,1689558,0.0-6.11-70.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,431,32,850,0,stim,go2,1726,1690410,0.0-6.11-71.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,23,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1727,1691812,0.0-6.11-72.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1728,1692312,0.0-6.11-73.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,477,32,850,0,stim,go2,1729,1693164,0.0-6.11-74.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,24,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1730,1694566,0.0-6.11-75.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1731,1695067,0.0-6.11-76.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,1732,1695919,0.0-6.11-77.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,25,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1733,1697320,0.0-6.11-78.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1734,1697822,0.0-6.11-79.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,570,32,850,0,stim,go1,1735,1698673,0.0-6.11-80.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,26,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1736,1700075,0.0-6.11-81.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1737,1700577,0.0-6.11-82.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,1738,1701429,0.0-6.11-83.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,27,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1739,1702830,0.0-6.11-84.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1740,1703332,0.0-6.11-85.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,438,32,850,0,stim,go1,1741,1704184,0.0-6.11-86.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,28,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1742,1705585,0.0-6.11-87.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1743,1706087,0.0-6.11-88.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,575,32,850,0,stim,go2,1744,1706938,0.0-6.11-89.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,29,11,,,,,,
,151,32,1400,0,stim,poldrack-single-stim,1745,1708339,0.0-6.11-90.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1746,1708841,0.0-6.11-91.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,463,32,850,0,stim,go1,1747,1709693,0.0-6.11-92.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,30,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1748,1711095,0.0-6.11-93.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1749,1711597,0.0-6.11-94.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,532,32,850,0,stim,go1,1750,1712449,0.0-6.11-95.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,31,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1751,1713849,0.0-6.11-96.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1752,1714350,0.0-6.11-97.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,479,32,850,0,stim,go2,1753,1715202,0.0-6.11-98.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,32,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1754,1716604,0.0-6.11-99.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1755,1717106,0.0-6.11-100.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,446,32,850,0,stim,go2,1756,1717958,0.0-6.11-101.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,33,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1757,1719359,0.0-6.11-102.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1758,1719861,0.0-6.11-103.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,1759,1720712,0.0-6.11-104.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,34,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1760,1722114,0.0-6.11-105.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1761,1722615,0.0-6.11-106.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,506,32,850,0,stim,go2,1762,1723466,0.0-6.11-107.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,35,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1763,1724868,0.0-6.11-108.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1764,1725370,0.0-6.11-109.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,1765,1726222,0.0-6.11-110.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,36,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1766,1727624,0.0-6.11-111.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1767,1728126,0.0-6.11-112.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,463,32,850,0,stim,go2,1768,1728977,0.0-6.11-113.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,37,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1769,1730379,0.0-6.11-114.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1770,1730880,0.0-6.11-115.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,520,32,850,0,stim,go1,1771,1731732,0.0-6.11-116.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,38,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1772,1733134,0.0-6.11-117.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1773,1733636,0.0-6.11-118.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,1774,1734487,0.0-6.11-119.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,39,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1775,1735888,0.0-6.11-120.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1776,1736390,0.0-6.11-121.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,1777,1737242,0.0-6.11-122.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,40,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1778,1738644,0.0-6.11-123.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1779,1739146,0.0-6.11-124.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,490,32,850,0,stim,go2,1780,1739998,0.0-6.11-125.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,41,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1781,1741400,0.0-6.11-126.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1782,1741902,0.0-6.11-127.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,1783,1742753,0.0-6.11-128.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,42,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1784,1744154,0.0-6.11-129.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1785,1744656,0.0-6.11-130.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,436,32,850,0,stim,go1,1786,1745508,0.0-6.11-131.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,43,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1787,1746909,0.0-6.11-132.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1788,1747411,0.0-6.11-133.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,539,32,850,0,stim,go2,1789,1748261,0.0-6.11-134.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,44,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1790,1749663,0.0-6.11-135.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1791,1750165,0.0-6.11-136.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,451,32,850,0,stim,go2,1792,1751017,0.0-6.11-137.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,45,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1793,1752418,0.0-6.11-138.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1794,1752919,0.0-6.11-139.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,576,32,850,0,stim,go1,1795,1753770,0.0-6.11-140.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,46,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1796,1755172,0.0-6.11-141.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1797,1755673,0.0-6.11-142.11,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,411,32,850,0,stim,go1,1798,1756524,0.0-6.11-143.11,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,47,11,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1799,1757926,0.0-6.11-144.11,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,4301,13,4301,0,practice-no-stop-feedback,poldrack-single-stim,1800,1762238,0.0-6.12-0.12,go_nogo_deval,424,,<div class = centerbox><p class = block-text><br>Please take this time to read your feedback and to take a short break! Press enter to continue</p><p class = block-text><strong>Average reaction time:  477 ms. Accuracy: 50%</strong></p></div>,13,4301,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1801,1762740,0.0-6.12-1.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,397,32,850,0,stim,go2,1802,1763592,0.0-6.12-2.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,0,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1803,1764993,0.0-6.12-3.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1804,1765495,0.0-6.12-4.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,420,32,850,0,stim,go1,1805,1766347,0.0-6.12-5.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,1,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1806,1767748,0.0-6.12-6.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1807,1768249,0.0-6.12-7.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,569,32,850,0,stim,go2,1808,1769100,0.0-6.12-8.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,2,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1809,1770502,0.0-6.12-9.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1810,1771004,0.0-6.12-10.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,447,32,850,0,stim,go2,1811,1771856,0.0-6.12-11.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,3,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1812,1773257,0.0-6.12-12.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1813,1773758,0.0-6.12-13.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,471,32,850,0,stim,go1,1814,1774610,0.0-6.12-14.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,4,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1815,1776012,0.0-6.12-15.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1816,1776513,0.0-6.12-16.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,428,32,850,0,stim,go1,1817,1777365,0.0-6.12-17.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,5,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1818,1778766,0.0-6.12-18.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1819,1779268,0.0-6.12-19.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,1820,1780120,0.0-6.12-20.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,6,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1821,1781522,0.0-6.12-21.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1822,1782023,0.0-6.12-22.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,1823,1782875,0.0-6.12-23.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,7,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1824,1784277,0.0-6.12-24.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1825,1784778,0.0-6.12-25.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,1826,1785630,0.0-6.12-26.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,8,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1827,1787031,0.0-6.12-27.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1828,1787533,0.0-6.12-28.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,546,32,850,0,stim,go2,1829,1788384,0.0-6.12-29.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,9,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1830,1789786,0.0-6.12-30.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1831,1790287,0.0-6.12-31.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,400,32,850,0,stim,go2,1832,1791139,0.0-6.12-32.12,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,10,12,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,1833,1792541,0.0-6.12-33.12,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,1834,1793042,0.0-6.12-34.12,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
